ID,Crash ID,crash_fatal_fl,case_id,rpt_block_num,rpt_street_name,rpt_street_sfx,crash_speed_limit,road_constr_zone_fl,latitude,longitude,crash_sev_id,sus_serious_injry_cnt,nonincap_injry_cnt,poss_injry_cnt,non_injry_cnt,unkn_injry_cnt,tot_injry_cnt,death_cnt,units_involved,point,motor_vehicle_death_count,motor_vehicle_serious_injury_count,bicycle_death_count,bicycle_serious_injury_count,pedestrian_death_count,pedestrian_serious_injury_count,motorcycle_death_count,motorcycle_serious_injury_count,other_death_count,other_serious_injury_count,onsys_fl,private_dr_fl,micromobility_serious_injury_count,micromobility_death_count,Crash timestamp (US/Central),Crash timestamp,Is deleted,Is temporary record,Law enforcement fatality count,Reported street prefix,Estimated Maximum Comprehensive Cost,Estimated Total Comprehensive Cost,Location ID,Location group,Address,Collision type,Crash Date,Crash Hour,Crash Day,Crash Month,Is_Weekend,Severity_Label,Is_Severe,Highway_Type,Road_Type_Label,Road_Name,Num_Lanes,Speed_Limit,Road_Risk_Level,Is_Intersection,Intersection_Degree,Road_Curvature,Temperature,Precipitation,Windspeed,Visibility,Weather_Code,Weather_Condition,is_wet
"1,662","13,671,385",False,140190466,1800,LAVACA,ST,30,False,30.28029478,-97.74091246,0,0,0,0,0,1,0,0,Large passenger vehicle & Motor vehicle – other & Passenger car,POINT (-97.74091246 30.28029478),0,0,0,0,0,0,0,0,0,0,False,False,0,0,2014-01-19 05:31:00,2014 Jan 19 11:31:00 AM,False,False,0,,"20,000","20,000",8C385085D8,1.0,LAVACA ST & W 18TH ST,ONE MOTOR VEHICLE - GOING STRAIGHT,2014-01-19,5,Sunday,1,True,Unknown,0,residential,Residential Street,West 18th Street,,,1,True,4,1.0,7.4,0.0,13.5,,0,Clear,False
"1,502","13,668,485",False,140181910,677,MAIRO ST,ST,-1,False,30.18303,-97.79486,5,0,0,0,1,0,0,0,Large passenger vehicle,POINT (-97.79486 30.18303),0,0,0,0,0,0,0,0,0,0,False,False,0,0,2014-01-18 23:04:00,2014 Jan 19 05:04:00 AM,False,False,0,,"20,000","20,000",,,MAIRO ST & BOGGY RIDGE DR,ONE MOTOR VEHICLE - GOING STRAIGHT,2014-01-18,23,Saturday,1,True,Not Injured,0,residential,Residential Street,Boggy Ridge Drive,,,1,True,6,1.0002,10.8,0.0,9.8,,0,Clear,False
"1,246","13,664,757",False,C314-0122-001,3400,SLAUGHTER LN,LN,45,False,30.18259813,-97.84770744,3,0,0,1,3,0,1,0,Large passenger vehicle & Passenger car,POINT (-97.84770744 30.18259813),0,0,0,0,0,0,0,0,0,0,False,False,0,0,2014-01-22 08:34:00,2014 Jan 22 02:34:00 PM,False,False,0,,"200,000","260,000",3E0DF07E1A,1.0,3400 W SLAUGHTER LN,OPPOSITE DIRECTION - ONE STRAIGHT-ONE LEFT TURN,2014-01-22,8,Wednesday,1,False,Possible Injury,0,primary,Major City Road,West Slaughter Lane,3.0,40 mph,3,True,3,1.0,3.5,0.0,9.7,,1,Partly Cloudy,False
395,"13,642,976",False,14-00003,800,CAPITOL OF TEXAS,HWY,60,False,30.29077627,-97.82830325,5,0,0,0,2,0,0,0,Large passenger vehicle,POINT (-97.82830325 30.29077627),0,0,0,0,0,0,0,0,0,0,True,False,0,0,2014-01-02 11:41:00,2014 Jan 02 05:41:00 PM,False,False,0,,"20,000","40,000",76BD3EA9EAE,1.0,STATE HIGHWAY 360 & W LAS CIMAS PKWY,SAME DIRECTION - ONE STRAIGHT-ONE STOPPED,2014-01-02,11,Thursday,1,False,Not Injured,0,unclassified,Minor Local Road,Las Cimas Parkway,2.0,,1,True,4,,2.8,0.0,26.2,,0,Clear,False
"1,541","13,668,552",False,140210125,,RESEARCH SB TO CAP TX RAMP,,-1,False,30.39273844,-97.74691795,2,0,1,0,0,0,1,0,Passenger car,POINT (-97.74691795 30.39273844),0,0,0,0,0,0,0,0,0,0,False,False,0,0,2014-01-21 02:26:00,2014 Jan 21 08:26:00 AM,False,False,0,,"250,000","250,000",76149D2153,1.0,RESEARCH SB TO CAP TX RAMP,ONE MOTOR VEHICLE - GOING STRAIGHT,2014-01-21,2,Tuesday,1,False,Non-Incapacitating Injury,0,secondary,City Connector Road,Research Boulevard,3.0,,3,True,3,1.0081,13.2,0.0,27.0,,0,Clear,False
"1,199","13,663,415",False,140291163,100,E SLAUGHTER LN,LN,35,False,30.16705929,-97.78618705,2,0,1,0,4,0,1,0,Large passenger vehicle & Motor vehicle – other & Passenger car,POINT (-97.78618705 30.16705929),0,0,0,0,0,0,0,0,0,0,True,False,0,0,2014-01-29 16:23:00,2014 Jan 29 10:23:00 PM,False,False,0,,"250,000","330,000",5371D3B990,1.0,100 E SLAUGHTER LN,OPPOSITE DIRECTION - ONE BACKING-ONE STOPPED,2014-01-29,16,Wednesday,1,False,Non-Incapacitating Injury,0,motorway,Interstate / Freeway,Purple Heart Trail,3.0,70 mph,5,True,4,1.0002,7.1,0.0,12.9,,1,Partly Cloudy,False
"1,464","13,668,402",False,140171220,8100,NOT REPORTED,HWY,-1,False,30.34301379,-97.69769159,0,0,0,0,1,1,0,0,Large passenger vehicle & Motor vehicle – other,POINT (-97.69769159 30.34301379),0,0,0,0,0,0,0,0,0,0,True,False,0,0,2014-01-17 15:49:00,2014 Jan 17 09:49:00 PM,False,False,0,,"20,000","40,000",,,8100 IH 35 SVRD,SAME DIRECTION - ONE STRAIGHT-ONE STOPPED,2014-01-17,15,Friday,1,False,Unknown,0,motorway,Interstate / Freeway,Purple Heart Trail,3.0,60 mph,5,True,3,1.0,14.6,0.0,11.8,,0,Clear,False
972,"13,658,774",False,140260128,5300,NOT REPORTED,,70,False,30.20269887,-97.76060357,5,0,0,0,1,0,0,0,Large passenger vehicle,POINT (-97.76060357 30.20269887),0,0,0,0,0,0,0,0,0,0,True,False,0,0,2014-01-26 01:16:00,2014 Jan 26 07:16:00 AM,False,False,0,,"20,000","20,000",4289A33A4BB,2.0,IH 35 & BATTLE BEND BLVD,ONE MOTOR VEHICLE - GOING STRAIGHT,2014-01-26,1,Sunday,1,True,Not Injured,0,motorway,Interstate / Freeway,Purple Heart Trail,4.0,65 mph,5,True,4,1.0011,6.6,0.0,9.7,,2,Partly Cloudy,False
827,"13,653,539",False,140101581,600,KOENIG,LN,-1,False,30.32061466,-97.71580463,0,0,0,0,1,1,0,0,Large passenger vehicle & Passenger car,POINT (-97.71580463 30.32061466),0,0,0,0,0,0,0,0,0,0,True,False,0,0,2014-01-10 19:17:00,2014 Jan 11 01:17:00 AM,False,False,0,,"20,000","40,000",29D9AEF6E388,1.0,600 E KOENIG LN,SAME DIRECTION - BOTH GOING STRAIGHT-REAR END,2014-01-10,19,Friday,1,False,Unknown,0,primary,Major City Road,East Koenig Lane,2.0,,3,True,3,1.0004,18.3,0.0,12.6,,3,Partly Cloudy,False
438,"13,643,712",False,140161060,8600,NOT REPORTED,BLVD,45,False,30.36329813,-97.71756022,2,0,2,0,1,0,2,0,Large passenger vehicle & Passenger car,POINT (-97.71756022 30.36329813),0,0,0,0,0,0,0,0,0,0,True,False,0,0,2014-01-16 15:27:00,2014 Jan 16 09:27:00 PM,False,False,0,,"250,000","520,000",73FB6B66E6,1.0,STATE HIGHWAY 183 SVRD & OLEN RD,ANGLE - BOTH GOING STRAIGHT,2014-01-16,15,Thursday,1,False,Non-Incapacitating Injury,0,tertiary,Neighborhood Connector,Ohlen Road,3.0,,2,True,4,,18.2,0.0,7.3,,0,Clear,False
"1,064","13,662,058",False,140111875,,NOT REPORTED,HWY,50,False,30.44483529,-97.78760915,5,0,0,0,1,0,0,0,Large passenger vehicle,POINT (-97.78760915 30.44483529),0,0,0,0,0,0,0,0,0,0,True,False,0,0,2014-01-11 21:44:00,2014 Jan 12 03:44:00 AM,False,False,0,,"20,000","20,000",2E61208986D,2.0,US 183,ONE MOTOR VEHICLE - GOING STRAIGHT,2014-01-11,21,Saturday,1,True,Not Injured,0,motorway,Interstate / Freeway,,4.0,65 mph,5,True,3,1.0078,10.8,0.0,11.0,,0,Clear,False
"1,876","13,679,313",False,140371373,,STASSNEY,LN,40,False,30.1984147,-97.76412733,3,0,0,1,1,0,1,0,Large passenger vehicle,POINT (-97.76412733 30.1984147),0,0,0,0,0,0,0,0,0,0,True,False,0,0,2014-02-06 20:40:00,2014 Feb 07 02:40:00 AM,False,False,0,,"200,000","220,000",3E17DB5453,1.0,E STASSNEY LN & STATE HIGHWAY 35 SVRD,ANGLE - BOTH GOING STRAIGHT,2014-02-06,20,Thursday,2,False,Possible Injury,0,secondary,City Connector Road,East Stassney Lane,5.0,,3,True,6,1.0001,-0.9,0.0,13.7,,3,Partly Cloudy,False
900,"13,656,264",False,140231805,11400,NOT REPORTED,EXPY,50,False,30.4155857,-97.70603286,3,0,0,2,12,0,2,0,Large passenger vehicle & Passenger car,POINT (-97.70603286 30.4155857),0,0,0,0,0,0,0,0,0,0,True,False,0,0,2014-01-23 22:59:00,2014 Jan 24 04:59:00 AM,False,False,0,,"200,000","640,000",D5E266BAEC2,2.0,11400 STATE HIGHWAY 1,SAME DIRECTION - BOTH GOING STRAIGHT-SIDESWIPE,2014-01-23,22,Thursday,1,False,Possible Injury,0,motorway,Interstate / Freeway,North Mopac Expressway,3.0,65 mph,5,True,4,1.0097,-2.3,0.5,23.2,,71,Snow,True
"1,305","13,665,846",False,140121605,9400,NORTH CREEK,DR,-1,False,30.36123301,-97.69101487,0,0,0,0,0,1,0,0,Large passenger vehicle,POINT (-97.69101487 30.36123301),0,0,0,0,0,0,0,0,0,0,False,False,0,0,2014-01-12 23:49:00,2014 Jan 13 05:49:00 AM,False,False,0,,"20,000","20,000",B799C32484,1.0,9400 NORTH CREEK DR,ONE MOTOR VEHICLE - GOING STRAIGHT,2014-01-12,23,Sunday,1,True,Unknown,0,residential,Residential Street,North Creek Drive,,25 mph,1,False,2,1.0001,15.2,0.0,20.9,,2,Partly Cloudy,False
525,"13,646,692",False,140010622,,NOT REPORTED,,-1,False,30.30850409,-97.71099185,3,0,0,1,0,0,1,0,Passenger car,POINT (-97.71099185 30.30850409),0,0,0,0,0,0,0,0,0,0,True,False,0,0,2014-01-01 02:29:00,2014 Jan 01 08:29:00 AM,False,False,0,,"200,000","200,000",,,IH 35 SVRD,ONE MOTOR VEHICLE - GOING STRAIGHT,2014-01-01,2,Wednesday,1,False,Possible Injury,0,motorway,Interstate / Freeway,Purple Heart Trail,4.0,60 mph,5,True,3,1.0014,4.2,0.0,9.9,,3,Partly Cloudy,False
"1,166","13,663,325",False,140111955,12900,NOT REPORTED,HWY,65,False,30.43508598,-97.77132127,5,0,0,0,2,0,0,0,Passenger car,POINT (-97.77132127 30.43508598),0,0,0,0,0,0,0,0,0,0,True,False,0,0,2014-01-11 22:46:00,2014 Jan 12 04:46:00 AM,False,False,0,,"20,000","40,000",9999829B897,2.0,12900 US 183,SAME DIRECTION - BOTH GOING STRAIGHT-REAR END,2014-01-11,22,Saturday,1,True,Not Injured,0,motorway,Interstate / Freeway,,3.0,65 mph,5,True,3,1.0,9.9,0.0,9.3,,0,Clear,False
46,"13,626,780",False,140031330,4700,CONGRESS,AVE,40,False,30.21523029,-97.76878252,0,0,0,0,2,1,0,0,Large passenger vehicle & Passenger car,POINT (-97.76878252 30.21523029),0,0,0,0,0,0,0,0,0,0,False,False,0,0,2014-01-03 17:13:00,2014 Jan 03 11:13:00 PM,False,False,0,,"20,000","60,000",E640F44546,1.0,4700 S CONGRESS AVE,SAME DIRECTION - BOTH GOING STRAIGHT-SIDESWIPE,2014-01-03,17,Friday,1,False,Unknown,0,primary,Major City Road,South Congress Avenue,5.0,,3,True,6,1.0001,11.4,0.0,15.5,,0,Clear,False
"1,508","13,668,491",False,140171311,4400,AIRPORT,BLVD,45,False,30.30034477,-97.71293247,2,0,1,0,2,0,1,0,Large passenger vehicle & Passenger car,POINT (-97.71293247 30.30034477),0,0,0,0,0,0,0,0,0,0,False,False,0,0,2014-01-17 16:43:00,2014 Jan 17 10:43:00 PM,False,False,0,,"250,000","290,000",1968FF9296,1.0,AIRPORT BLVD & PARKWOOD RD,SAME DIRECTION - ONE STRAIGHT-ONE LEFT TURN,2014-01-17,16,Friday,1,False,Non-Incapacitating Injury,0,residential,Residential Street,Parkwood Road,,,1,True,6,1.0175,14.9,0.0,10.0,,0,Clear,False
"1,795","13,676,402",False,140241094,6705,US 290,HWY,45,False,30.23405479,-97.86800706,5,0,0,0,2,0,0,0,Large passenger vehicle & Passenger car,POINT (-97.86800706 30.23405479),0,0,0,0,0,0,0,0,0,0,False,False,0,0,2014-01-24 15:39:00,2014 Jan 24 09:39:00 PM,False,False,0,,"20,000","40,000",5AFF0328CD9,2.0,6705 W US 290,OPPOSITE DIRECTION - BOTH GOING STRAIGHT,2014-01-24,15,Friday,1,False,Not Injured,0,trunk,Major State Highway,West US Highway 290,,45 mph,4,True,6,1.0037,1.9,0.0,7.8,,3,Partly Cloudy,False
711,"13,650,716",False,140030660,1200,BARBARA JORDAN,BLVD,30,False,30.30655183,-97.70892573,5,0,0,0,2,0,0,0,Passenger car,POINT (-97.70892573 30.30655183),0,0,0,0,0,0,0,0,0,0,False,False,0,0,2014-01-03 10:42:00,2014 Jan 03 04:42:00 PM,False,False,0,,"20,000","40,000",0ABE8CC48A,1.0,1200 BARBARA JORDAN BLVD,OPPOSITE DIRECTION - ONE STRAIGHT-ONE LEFT TURN,2014-01-03,10,Friday,1,False,Not Injured,0,tertiary,Neighborhood Connector,Barbara Jordan Boulevard,3.0,,2,True,4,1.0584,1.0,0.0,4.5,,0,Clear,False
"1,087","13,662,419",False,140140176,1200,NOT REPORTED,,-1,False,30.27208315,-97.7322837,0,0,0,0,0,1,0,0,Passenger car,POINT (-97.7322837 30.27208315),0,0,0,0,0,0,0,0,0,0,True,False,0,0,2014-01-14 03:44:00,2014 Jan 14 09:44:00 AM,False,False,0,,"20,000","20,000",C3FF4F6BF0C,2.0,1200 US 35,ONE MOTOR VEHICLE - GOING STRAIGHT,2014-01-14,3,Tuesday,1,False,Unknown,0,motorway,Interstate / Freeway,Purple Heart Trail,3.0,60 mph,5,True,3,1.0006,4.5,0.0,9.0,,0,Clear,False
90,"13,630,119",False,140030366,3400,NOT REPORTED,,65,False,30.26092929,-97.73557739,5,0,0,0,2,0,0,0,Motor vehicle – other & Passenger car,POINT (-97.73557739 30.26092929),0,0,0,0,0,0,0,0,0,0,True,False,0,0,2014-01-03 07:22:00,2014 Jan 03 01:22:00 PM,False,False,0,,"20,000","40,000",,,3400 LOOP 1,OPPOSITE DIRECTION - ONE STRAIGHT-ONE BACKING,2014-01-03,7,Friday,1,False,Not Injured,0,unclassified,Minor Local Road,,,,1,True,5,1.0241,-1.6,0.0,6.8,,0,Clear,False
"1,536","13,668,531",False,140201544,4600,GUADALUPE ST,ST,-1,False,30.313019,-97.731697,2,0,1,0,1,0,1,0,Bicycle & Large passenger vehicle,POINT (-97.731697 30.313019),0,0,0,0,0,0,0,0,0,0,False,False,0,0,2014-01-20 20:40:00,2014 Jan 21 02:40:00 AM,False,False,0,,"250,000","270,000",,,4600 GUADALUPE ST,ONE MOTOR VEHICLE - GOING STRAIGHT,2014-01-20,20,Monday,1,False,Non-Incapacitating Injury,0,tertiary,Neighborhood Connector,Guadalupe Street,2.0,30 mph,2,True,7,1.0,18.0,0.0,15.1,,0,Clear,False
863,"13,653,879",False,140090546,13300,NOT REPORTED,EXPY,45,False,30.43074392,-97.70077036,3,0,0,1,1,0,1,0,Large passenger vehicle & Passenger car,POINT (-97.70077036 30.43074392),0,0,0,0,0,0,0,0,0,0,True,False,0,0,2014-01-09 10:05:00,2014 Jan 09 04:05:00 PM,False,False,0,,"200,000","220,000",B5F6CE2DD8,1.0,13300 LOOP 1 SVRD,SAME DIRECTION - ONE STRAIGHT-ONE STOPPED,2014-01-09,10,Thursday,1,False,Possible Injury,0,secondary,City Connector Road,Scofield Ridge Parkway,2.0,,3,True,4,,11.4,0.0,1.9,,3,Partly Cloudy,False
62,"13,627,118",False,140040185,,THAXTON,RD,40,False,30.15720841,-97.74065154,5,0,0,0,1,0,0,0,Large passenger vehicle,POINT (-97.74065154 30.15720841),0,0,0,0,0,0,0,0,0,0,False,False,0,0,2014-01-04 04:41:00,2014 Jan 04 10:41:00 AM,False,False,0,,"20,000","20,000",6E1F850243,1.0,THAXTON RD,ONE MOTOR VEHICLE - GOING STRAIGHT,2014-01-04,4,Saturday,1,True,Not Injured,0,tertiary,Neighborhood Connector,Thaxton Road,2.0,,2,True,6,1.0117,5.9,0.0,17.9,,0,Clear,False
"1,301","13,665,842",False,140120303,500,LONGSPUR,BLVD,35,False,30.36687603,-97.69313141,2,0,3,0,0,0,3,0,Passenger car,POINT (-97.69313141 30.36687603),0,0,0,0,0,0,0,0,0,0,False,False,0,0,2014-01-12 03:06:00,2014 Jan 12 09:06:00 AM,False,False,0,,"250,000","750,000",DB4C8F2365,1.0,500 W LONGSPUR BLVD,OPPOSITE DIRECTION - BOTH GOING STRAIGHT,2014-01-12,3,Sunday,1,True,Non-Incapacitating Injury,0,residential,Residential Street,West Longspur Boulevard,,,1,True,4,1.008,8.0,0.0,12.4,,0,Clear,False
786,"13,652,791",False,140091497,,NOT REPORTED,,65,False,30.19827989,-97.76423598,2,0,1,0,2,0,1,0,Passenger car,POINT (-97.76423598 30.19827989),0,0,0,0,0,0,0,0,0,0,True,False,0,0,2014-01-09 18:46:00,2014 Jan 10 12:46:00 AM,False,False,0,,"250,000","290,000",A0F12F7C403,2.0,IH 35,SAME DIRECTION - BOTH GOING STRAIGHT-REAR END,2014-01-09,18,Thursday,1,False,Non-Incapacitating Injury,0,secondary_link,City Connector Ramp,,,,3,True,3,1.2548,14.8,0.0,8.2,,3,Partly Cloudy,False
"1,119","13,662,479",False,140110431,,NOT REPORTED,,50,False,30.3372773,-97.59961372,3,0,0,1,1,0,1,0,Passenger car,POINT (-97.59961372 30.3372773),0,0,0,0,0,0,0,0,0,0,True,False,0,0,2014-01-11 05:00:00,2014 Jan 11 11:00:00 AM,False,False,0,,"200,000","220,000",C7F955AC46F,2.0,US 290,ONE MOTOR VEHICLE - GOING STRAIGHT,2014-01-11,5,Saturday,1,True,Possible Injury,0,motorway,Interstate / Freeway,Manor Expressway,3.0,75 mph,5,True,3,1.0,11.9,0.0,14.5,,0,Clear,False
507,"13,646,661",False,140030385,2700,PARMER,LN,55,False,30.37746187,-97.63449208,3,0,0,3,2,0,3,0,Large passenger vehicle,POINT (-97.63449208 30.37746187),0,0,0,0,0,0,0,0,0,0,True,False,0,0,2014-01-03 07:40:00,2014 Jan 03 01:40:00 PM,False,False,0,,"200,000","640,000",E0F6CB92BA,1.0,2700 E PARMER LN,SAME DIRECTION - BOTH GOING STRAIGHT-REAR END,2014-01-03,7,Friday,1,False,Possible Injury,0,primary,Major City Road,East Parmer Lane,3.0,65 mph,3,True,4,1.0,-2.5,0.0,7.6,,0,Clear,False
768,"13,652,334",False,140031602,11150,RESEARCH BLVD SVRD SB,BLVD,50,False,30.407611,-97.74557905,5,0,0,0,2,0,0,0,Large passenger vehicle & Passenger car,POINT (-97.74557905 30.407611),0,0,0,0,0,0,0,0,0,0,False,False,0,0,2014-01-03 20:13:00,2014 Jan 04 02:13:00 AM,False,False,0,,"20,000","40,000",E50DECC9A8,1.0,11150 RESEARCH BLVD SVRD SB BLVD,SAME DIRECTION - BOTH GOING STRAIGHT-REAR END,2014-01-03,20,Friday,1,False,Not Injured,0,secondary,City Connector Road,Research Boulevard,3.0,40 mph,3,True,4,1.0,6.7,0.0,14.8,,0,Clear,False
283,"13,637,930",False,140061151,4300,1ST,ST,35,False,30.22254708,-97.77197989,1,1,0,0,1,1,1,0,Large passenger vehicle & Passenger car,POINT (-97.77197989 30.22254708),0,1,0,0,0,0,0,0,0,0,False,False,0,0,2014-01-06 17:52:00,2014 Jan 06 11:52:00 PM,False,False,0,,"3,000,000","3,040,000",9943D7CE81,1.0,4300 S 1ST ST,SAME DIRECTION - ONE STRAIGHT-ONE STOPPED,2014-01-06,17,Monday,1,False,Incapacitating Injury,1,secondary,City Connector Road,South 1st Street,4.0,,3,True,6,1.0001,0.9,0.0,8.0,,3,Partly Cloudy,False
"1,154","13,663,313",False,140111069,6300,NOT REPORTED,HWY,60,False,30.32358536,-97.70659444,3,0,0,2,2,0,2,0,Large passenger vehicle & Passenger car,POINT (-97.70659444 30.32358536),0,0,0,0,0,0,0,0,0,0,True,False,0,0,2014-01-11 14:18:00,2014 Jan 11 08:18:00 PM,False,False,0,,"200,000","440,000",FCC04AB2C2F,2.0,6300 IH 35,SAME DIRECTION - BOTH GOING STRAIGHT-SIDESWIPE,2014-01-11,14,Saturday,1,True,Possible Injury,0,motorway,Interstate / Freeway,Purple Heart Trail,2.0,60 mph,5,True,3,1.0001,19.6,0.0,10.8,,0,Clear,False
"1,533","13,668,528",False,140201274,1800,RUTLAND DR,DR,-1,False,30.37873476,-97.71199247,2,0,1,0,3,0,1,0,Large passenger vehicle & Passenger car,POINT (-97.71199247 30.37873476),0,0,0,0,0,0,0,0,0,0,False,False,0,0,2014-01-20 17:58:00,2014 Jan 20 11:58:00 PM,False,False,0,,"250,000","310,000",1CE66E400A,1.0,RUTLAND DR & GOLDEN MEADOW DR,OPPOSITE DIRECTION - ONE STRAIGHT-ONE LEFT TURN,2014-01-20,17,Monday,1,False,Non-Incapacitating Injury,0,tertiary,Neighborhood Connector,Rutland Drive,2.0,,2,True,6,1.0009,25.4,0.0,10.7,,0,Clear,False
"1,689","13,671,466",False,140220389,7800,LAMAR BLVD,,40,False,30.34753476,-97.71311247,2,0,1,0,1,0,1,0,Large passenger vehicle & Passenger car,POINT (-97.71311247 30.34753476),0,0,0,0,0,0,0,0,0,0,False,False,0,0,2014-01-22 08:01:00,2014 Jan 22 02:01:00 PM,False,False,0,,"250,000","270,000",1761778C25,1.0,N LAMAR BLVD & W ANDERSON LN,ANGLE - BOTH GOING STRAIGHT,2014-01-22,8,Wednesday,1,False,Non-Incapacitating Injury,0,secondary,City Connector Road,West Anderson Lane,3.0,,3,True,4,1.0,3.7,0.0,9.7,,1,Partly Cloudy,False
"1,438","13,668,315",False,140160375,2300,RIVERSIDE,DR,35,False,30.23636757,-97.72518996,3,0,0,1,2,0,1,0,Large passenger vehicle & Passenger car,POINT (-97.72518996 30.23636757),0,0,0,0,0,0,0,0,0,0,False,False,0,0,2014-01-16 08:01:00,2014 Jan 16 02:01:00 PM,False,False,0,,"200,000","240,000",0DBB42AC20,1.0,2300 E RIVERSIDE DR,SAME DIRECTION - ONE STRAIGHT-ONE STOPPED,2014-01-16,8,Thursday,1,False,Possible Injury,0,primary,Major City Road,East Riverside Drive,3.0,35 mph,3,True,3,1.005,6.0,0.0,14.6,,0,Clear,False
"1,492","13,668,457",False,140171716,1400,PLEASANT VALLEY,RD,45,False,30.23883706,-97.71952706,3,0,0,1,1,0,1,0,Motorcycle & Passenger car,POINT (-97.71952706 30.23883706),0,0,0,0,0,0,0,0,0,0,False,False,0,0,2014-01-17 20:38:00,2014 Jan 18 02:38:00 AM,False,False,0,,"200,000","220,000",323493A4F8,1.0,1400 S PLEASANT VALLEY RD,SAME DIRECTION - ONE STRAIGHT-ONE STOPPED,2014-01-17,20,Friday,1,False,Possible Injury,0,tertiary,Neighborhood Connector,Elmont Drive,,,2,True,4,,10.4,0.0,7.9,,0,Clear,False
"1,737","13,673,495",False,140340817,3400,FAR WEST,BLVD,35,False,30.35196477,-97.74962248,5,0,0,0,5,0,0,0,Large passenger vehicle,POINT (-97.74962248 30.35196477),0,0,0,0,0,0,0,0,0,0,False,False,0,0,2014-02-03 12:53:00,2014 Feb 03 06:53:00 PM,False,False,0,,"20,000","100,000",BFCEA6D44A,1.0,FAR WEST BLVD & LOOP 1 SVRD,ANGLE - BOTH GOING STRAIGHT,2014-02-03,12,Monday,2,False,Not Injured,0,secondary,City Connector Road,North Mopac Service Road,3.0,,3,True,6,1.0071,5.0,0.0,9.5,,3,Partly Cloudy,False
728,"13,650,733",False,140080253,11300,SPRINKLE CUTOFF RD,RD,35,False,30.35787323,-97.64883969,5,0,0,0,1,0,0,0,Large passenger vehicle,POINT (-97.64883969 30.35787323),0,0,0,0,0,0,0,0,0,0,False,False,0,0,2014-01-08 06:59:00,2014 Jan 08 12:59:00 PM,False,False,0,,"20,000","20,000",944B614F7B,1.0,11300 SPRINKLE CUTOFF RD,ONE MOTOR VEHICLE - GOING STRAIGHT,2014-01-08,6,Wednesday,1,False,Not Injured,0,tertiary,Neighborhood Connector,Sprinkle Cutoff Road,2.0,,2,True,6,1.0,5.4,0.0,7.3,,3,Partly Cloudy,False
519,"13,646,673",False,140051578,,BEN WHITE,BLVD,45,False,30.2184304,-97.69102675,0,0,0,0,4,1,0,0,Passenger car,POINT (-97.69102675 30.2184304),0,0,0,0,0,0,0,0,0,0,True,False,0,0,2014-01-05 23:07:00,2014 Jan 06 05:07:00 AM,False,False,0,,"20,000","100,000",8ED49CC14B8,2.0,E US 290 & E RIVERSIDE DR,SAME DIRECTION - ONE STRAIGHT-ONE STOPPED,2014-01-05,23,Sunday,1,True,Unknown,0,primary,Major City Road,East Riverside Drive,4.0,40 mph,3,True,3,1.002,2.3,0.0,24.9,,3,Partly Cloudy,False
"1,091","13,662,423",False,140120380,1500,NOT REPORTED,HWY,-1,False,30.27388285,-97.73170453,0,0,0,0,0,1,0,0,Passenger car,POINT (-97.73170453 30.27388285),0,0,0,0,0,0,0,0,0,0,True,False,0,0,2014-01-12 04:23:00,2014 Jan 12 10:23:00 AM,False,False,0,,"20,000","20,000",C3FF4F6BF0C,2.0,1500 IH 35,ONE MOTOR VEHICLE - GOING STRAIGHT,2014-01-12,4,Sunday,1,True,Unknown,0,motorway,Interstate / Freeway,Purple Heart Trail,3.0,60 mph,5,True,3,1.0005,7.5,0.0,12.8,,0,Clear,False
913,"13,656,595",False,140110826,10000,METROPOLITAN DR,DR,30,False,30.38162157,-97.71797585,5,0,0,0,4,0,0,0,Large passenger vehicle & Passenger car,POINT (-97.71797585 30.38162157),0,0,0,0,0,0,0,0,0,0,False,False,0,0,2014-01-11 11:11:00,2014 Jan 11 05:11:00 PM,False,False,0,,"20,000","80,000",4DB09BAE00,1.0,10000 METROPOLITAN DR,SAME DIRECTION - ONE STRAIGHT-ONE LEFT TURN,2014-01-11,11,Saturday,1,True,Not Injured,0,tertiary,Neighborhood Connector,Rutland Drive,,,2,True,6,1.0001,13.7,0.0,10.6,,0,Clear,False
421,"13,643,473",False,140141190,13600,NOT REPORTED,HWY,55,False,30.42417651,-97.67158363,2,0,1,2,0,0,3,0,Motor vehicle – other & Passenger car,POINT (-97.67158363 30.42417651),0,0,0,0,0,0,0,0,0,0,True,False,0,0,2014-01-14 15:41:00,2014 Jan 14 09:41:00 PM,False,False,0,,"250,000","650,000",6A3BEEDAFF,1.0,13600 IH 35 SVRD,SAME DIRECTION - ONE STRAIGHT-ONE STOPPED,2014-01-14,15,Tuesday,1,False,Non-Incapacitating Injury,0,secondary_link,City Connector Ramp,,1.0,,3,True,4,1.2833,20.3,0.0,15.6,,0,Clear,False
